1.310305388,5.265837637,qat
1.807496019,4.473977389,doq
1.828073700,4.368759399,doq
2.250278501,2.510486673,doq
0.809597564,1.625995122,qat
0.835273499,3.986924917,qat
1.596440051,5.485240276,doq
0.917451826,0.198000957,qat
0.761616860,4.235469559,qat
1.333237179,1.454580258,qat
2.120605062,6.156591822,doq
0.307872493,2.658182690,qat
0.057841418,3.783048605,qat
0.356434894,4.167260741,qat
1.700653184,4.222820391,doq
3.056356044,1.513857850,doq
0.781107829,1.587781679,qat
1.723835215,1.413608150,doq
3.111045736,3.813196817,doq
3.071292306,4.311176623,doq
1.611699478,4.788716167,doq
2.035671885,0.076431302,doq
1.859062195,3.147150475,doq
1.964596261,2.824731168,doq
0.519447626,6.212040472,qat
1.348178813,1.137519834,qat
2.251314483,3.958755493,doq
0.016314356,4.996442103,qat
0.004253271,1.962835075,qat
2.718168641,3.236364244,doq
2.858206839,0.172395722,doq
2.332519865,3.375427935,doq
1.417392328,0.761173619,qat
0.087630627,2.441216941,qat
1.157014973,5.343037224,qat
0.032514729,3.887244035,qat
1.391950910,4.133801324,qat
1.210089237,4.833335687,qat
1.984098788,1.654115144,doq
1.890656345,4.172093491,doq
1.328359084,1.405312700,qat
0.409147959,4.493333573,qat
2.858523898,1.488097183,doq
1.376167621,1.822749830,qat
2.671479269,3.008794623,doq
2.545456175,4.942187227,doq
3.021830592,4.882218954,doq
0.138388885,1.326509221,qat
1.718353353,2.342290053,doq
2.940227731,0.532326773,doq
2.108942408,6.050040611,doq
0.381654983,2.661511487,qat
0.851194037,2.142637609,qat
1.142990232,2.082191108,qat
0.544814067,3.504626748,qat
0.751334481,4.704281974,qat
2.683444957,1.407810441,doq
0.022983165,0.661583764,qat
0.655012859,1.902528127,qat
2.775742783,1.345258058,doq
0.625684612,5.774741574,qat
2.063640944,3.818641516,doq
0.215070896,4.388740299,qat
0.094472321,3.490381189,qat
1.124050525,5.704380589,qat
0.627382487,6.138910676,qat
2.741299622,4.976199551,doq
2.480370767,4.816947301,doq
2.481793474,3.553693236,doq
0.086885418,2.594977398,qat
1.922422704,4.622544011,doq
2.235857152,4.251665115,doq
1.469655078,6.237885064,qat
2.877839599,2.546354336,doq
0.722683659,3.669701761,qat
2.788411361,5.337755836,doq
0.353400131,3.524750941,qat
2.620534812,4.067508715,doq
2.521255487,5.060706015,doq
1.259392044,0.268052330,qat
0.556792758,2.984851319,qat
1.540852719,2.904411957,qat
2.171596339,0.922031903,doq
1.567515490,1.717905891,qat
1.500399337,2.792297974,qat
0.098253301,4.656310359,qat
1.979172230,0.895990875,doq
0.091386126,2.545705774,qat
0.790884482,1.896526891,qat
1.770732913,0.439241919,doq
2.193352457,5.463286727,doq
0.043912702,4.394819525,qat
0.472460679,4.201731381,qat
0.477710758,2.950376968,qat
0.296375877,4.591352502,qat
0.297349993,5.147945589,qat
2.095529744,4.868302398,doq
2.549678541,4.976050871,doq
1.826305426,1.082883673,doq
1.937210773,3.715917491,doq
1.458037828,5.572597944,qat
1.987183346,3.082772555,doq
1.144550270,3.835995076,qat
0.892354139,0.920261218,qat
2.749304242,3.860259416,doq
0.108213551,5.985521914,qat
0.603894595,3.096105363,qat
2.180263071,1.916444050,doq
1.749613985,2.108805297,doq
0.945052764,5.227745189,qat
1.637978137,2.151847443,doq
0.988389073,3.194942596,qat
1.979615823,2.446199667,doq
0.275069613,1.369790651,qat
2.606327213,4.763496786,doq
0.496415349,3.354386835,qat
1.142322810,2.433941940,qat
1.727602282,0.479283804,doq
0.358817723,0.214427166,qat
1.596031501,0.882957353,doq
0.484818579,3.311341031,qat
1.208754256,0.808607907,qat
1.080991510,4.438555133,qat
2.282567575,6.054361247,doq
1.963273935,2.368493710,doq
0.161813206,1.321925568,qat
3.047365628,3.528817273,doq
0.791873709,3.007399086,qat
1.884149186,2.141494939,doq
1.219341964,1.140556094,qat
2.171859395,1.201745495,doq
1.426648073,1.973573074,qat
1.244505794,5.955249179,qat
2.602576309,1.963648150,doq
2.498141862,4.611515610,doq
1.009068448,0.772177584,qat
2.068101384,3.555763722,doq
3.139048563,4.448842885,doq
2.769957046,1.333106314,doq
2.523617975,2.964893765,doq
