1.274673861701219213e+00 1.125584337289196935e+00 4.454530311960835043e+00
1.264009934751371356e+00 8.228910606125127147e-01 5.146988528604357960e+00
1.107281843591631620e+00 9.334801982554874478e-01 1.448836894149869714e+00
1.412793187803290662e+00 1.035435358845517850e+00 5.704471158220376203e+00
1.518443947516084025e+00 1.299550665817766681e+00 2.527119156659955568e+00
1.087406435567951801e+00 8.689061789621563836e-01 1.077875429907561466e+00
1.194582793716458369e+00 1.065465303841848677e+00 5.043696701592271125e+00
1.432748845714237218e+00 1.290826414542680656e+00 1.854770690133045186e+00
1.241457393493139216e+00 1.290180243962579354e+00 6.000160236455164053e+00
1.523096665362653646e+00 8.132103812198511195e-01 5.263466271783318717e+00
1.161847133496697104e+00 1.216585455055752441e+00 1.653962221411689359e+00
1.317144309490579257e+00 1.064707691601230133e+00 5.075669190672965847e+00
1.302217927775322304e+00 1.229096894299121168e+00 1.558487642214616276e-01
1.201887761878910776e+00 1.126824058894543290e+00 4.150901174509973757e+00
1.164479952549650532e+00 1.079046409044619015e+00 4.445215112386550871e+00
1.312364316111249263e+00 1.337270783130458440e+00 3.041864565309619017e+00
1.211041781640237902e+00 8.803417747658490722e-01 1.876552831690398104e+00
1.438243649414184588e+00 9.674642013793395279e-01 2.198413112548517567e+00
1.223674062868718382e+00 9.064933023625837416e-01 1.084933834192850055e+00
1.132609267838614597e+00 1.002296591143168492e+00 1.945135143253541865e-01
1.423860378413680294e+00 1.048625795712449627e+00 4.081245701985656282e+00
1.377515255434553332e+00 9.180724856460623640e-01 3.895810410434135562e+00
1.187569842489279992e+00 1.022476425012136092e+00 5.689641318192859565e+00
1.051622356725125496e+00 1.108591972534371806e+00 3.660426400479636300e+00
1.497212085546461680e+00 1.089649449994375185e+00 5.696721310554078599e+00
1.353965127775691446e+00 9.074039741045251128e-01 1.547255507712357314e+00
1.292670270107978858e+00 8.941225499979186253e-01 3.375216058573332401e+00
1.293821019588069055e+00 1.120342983215002697e+00 4.959336949699532759e+00
1.229271678012814784e+00 9.063239137375420640e-01 4.235274793319721454e+00
1.286083587069708045e+00 8.816681931526235694e-01 6.260940757187761108e+00
1.360223379966188473e+00 1.164309822106324610e+00 8.673222899314952938e-01
1.516537240557184196e+00 9.852669845389293579e-01 5.600333360076426459e+00
1.218938003824690197e+00 1.122095277885648335e+00 5.675633398385575290e-02
1.418974427505266700e+00 9.599749056074546871e-01 2.033642914770289689e+00
1.404657424599196514e+00 1.098555532045246919e+00 2.608686628363555915e+00
1.232793938783571797e+00 1.251678024642559839e+00 4.831021199234393215e+00
1.391585919017530815e+00 1.250496185115164138e+00 8.561067707790630532e-01
1.058419396295752879e+00 8.909434605444828126e-01 5.478154957467765485e+00
1.511334223725620207e+00 1.253292455338690825e+00 5.523600276736492454e+00
1.414496631462129450e+00 1.036116103409350675e+00 5.643271746728923510e+00
1.173836783388237937e+00 8.565171479166252544e-01 4.737872131811682763e+00
1.265974368046584031e+00 9.275719937602353582e-01 4.438175960538078613e+00
1.364033678315946574e+00 8.280151878151759126e-01 2.614319618975632586e+00
1.180339774063421832e+00 1.334591655488967632e+00 4.703240081190048549e+00
1.239601667463170243e+00 1.326695583603690221e+00 2.304623566233386267e+00
1.404827899123468171e+00 1.057664264082547323e+00 9.681958763406447455e-01
1.368811660447490475e+00 1.349649878236006906e+00 5.184539108034511123e+00
1.298534477628185302e+00 1.099129014978250662e+00 5.219908719140478937e+00
1.177748725222909298e+00 8.403104459448198504e-01 2.647671083285612070e+00
1.119220776872098977e+00 1.329827662620774564e+00 5.744404139971101664e+00
1.355373438291761490e+00 8.515738676432229592e-01 5.130206910669552478e+00
1.474607716220361464e+00 1.249494622840008118e+00 3.098214662535901276e+00
1.181117659101531547e+00 9.104191514906104787e-01 2.465826829289814448e+00
1.108306050012485056e+00 1.191429753343986819e+00 3.764711971898912601e+00
1.152051672375147051e+00 1.319514838332898954e+00 1.622031837698425072e+00
1.387782757405775502e+00 1.280641041765234078e+00 5.478355823415057557e+00
1.381961829535559350e+00 1.106353934605698974e+00 2.485691331001201210e+00
1.169655717176066645e+00 1.287853687331418806e+00 3.902818918075848575e+00
1.107226148615788164e+00 1.137621083869997607e+00 2.553450989559013617e+00
1.504121063973794747e+00 1.112031029117793945e+00 2.634531554246345220e+00
1.105462279270426507e+00 1.086988821911701431e+00 3.790976716247507650e+00
1.511717272804860457e+00 1.231870774995617701e+00 1.481198360533092506e+00
1.482196162803170347e+00 1.270198732185607859e+00 2.096991726755589980e+00
1.497779819168352899e+00 9.011894715355730501e-01 2.827509191252518317e+00
1.285654601861950352e+00 9.458284557214244881e-01 2.577460360962949615e+00
1.075709662420850421e+00 1.354476528994606355e+00 2.425655918181230053e+00
1.120000332244653007e+00 8.855909693910261060e-01 4.896412177742946348e+00
1.437018540787260656e+00 9.056178548291959896e-01 6.265354454075787061e+00
1.204861350888326577e+00 1.228502825635059637e+00 2.739443166880903835e+00
1.425801766438595797e+00 8.289570351232181666e-01 1.183892759816024487e+00
1.241643095955404563e+00 8.754097537239106108e-01 1.083905258952992723e+00
1.173583008873141376e+00 1.204617893267083018e+00 5.683316144534218850e+00
1.405134405448988044e+00 1.314587794765517348e+00 4.884607050221727143e+00
1.390585882493972747e+00 1.346255493758836463e+00 1.753920559810176361e+00
1.475340278583657128e+00 1.286494516282355338e+00 3.252226017299689076e+00
1.374279909600784499e+00 8.738705086380909037e-01 3.996696951067070458e+00
1.239757882664037414e+00 9.791078676095352762e-01 4.841058960807447242e+00
1.100895894087731808e+00 1.211446234388359855e+00 1.209981380388073235e+00
1.074879872622567234e+00 1.043594209009475637e+00 1.719466796276066356e+00
1.159804369698616222e+00 8.464381321699466776e-01 1.445126585448256895e+00
1.329394041317984998e+00 9.493344119529359970e-01 2.090921062286083210e+00
1.476326900478841297e+00 9.940896725912604648e-01 6.155969401777161565e+00
1.364907513229673075e+00 8.663488346792764805e-01 5.315189054459416695e+00
1.307453577517778687e+00 9.478681275128036932e-01 6.023849295503008960e+00
1.144901959454661888e+00 1.227141085068738535e+00 1.160720014963620539e+00
1.523202673321186751e+00 1.083779385522827265e+00 3.415519493554987740e+00
1.262160062687279094e+00 1.311573356920529676e+00 1.101413580414614346e+00
1.246675756588191630e+00 1.210323043811387445e+00 3.262471923807452434e+00
1.139651450760962303e+00 1.010300706586159114e+00 3.188085302348403260e+00
1.481298849058346745e+00 8.442443122464833305e-01 2.251695002392998024e+00
1.366448960812309377e+00 1.137873437756059980e+00 3.448239064188066028e+00
1.101733515552605569e+00 1.184624708247214775e+00 4.530701049702400951e+00
1.159840193345808679e+00 1.214538675133620904e+00 3.518499784787290086e+00
1.105400811135452965e+00 1.279625391807566626e+00 5.027347487826101080e+00
1.122923905414485501e+00 1.142649548617048261e+00 2.036083404515403039e+00
1.144757870082550255e+00 9.656027330190976032e-01 2.259501593725133262e+00
1.233059071616026348e+00 9.744584120639913083e-01 3.269799462123874179e+00
1.150962487097746623e+00 1.092604701418568691e+00 4.596126896182345156e+00
1.491421226112282339e+00 8.782925660157093750e-01 3.592854304112336195e+00
1.414802463757053985e+00 1.158928659419918628e+00 6.271815775874521215e+00
1.497913125609727780e+00 1.343276821515908104e+00 5.328200391984900364e+00
1.143997017763645596e+00 1.124503368108847434e+00 2.465413817534659380e+00
1.440444501995525872e+00 1.277839246095434866e+00 8.656207117024029563e-01
1.251242897781745800e+00 1.133776847053006964e+00 6.100623696439335220e+00
1.498228790829848611e+00 9.712185239183782626e-01 9.377807310647597039e-02
1.178053881637882938e+00 9.495762434122740903e-01 5.608349831095715388e+00
1.344942239004710105e+00 1.298628201685155137e+00 3.261595259191103935e+00
1.134934183821302067e+00 1.166247345131723012e+00 2.191144694088605682e+00
1.057066288972072998e+00 1.347455543611009610e+00 2.554686212603102025e+00
1.297764174855205566e+00 1.209562689816000347e+00 3.629278400484707401e+00
1.096471154068276999e+00 9.785169680522305402e-01 2.425236552788905264e+00
1.233897523147231334e+00 8.801490744072610894e-01 1.507332203164755802e+00
1.295626906165324277e+00 1.136116890564114801e+00 5.138559532126588891e+00
1.383911773382174193e+00 1.122188080313236913e+00 6.601834746628009176e-01
1.335397143868162217e+00 8.564450045228726438e-01 2.704334427966781806e+00
1.510752825564910307e+00 1.181835903522504561e+00 4.291651790973478597e+00
1.392315529628599169e+00 8.337081142675579759e-01 5.670009270146119995e+00
1.266599955835271185e+00 9.605082136558883432e-01 8.825267851903172422e-01
1.134108344502747334e+00 8.089476329732977478e-01 6.248717601249123454e+00
1.187411054377489616e+00 9.918176164516471216e-01 4.943322247678201720e+00
1.156268900479568762e+00 1.020775155262139799e+00 4.683390959388729513e+00
1.293905935392267503e+00 1.239252314893094731e+00 6.476485550639248245e-01
1.509268892630151626e+00 9.044335078756438051e-01 5.621888071334243397e-01
1.261482535505550562e+00 1.335823755084321718e+00 3.891175024866456056e+00
1.151912754017287543e+00 8.923471476614667219e-01 5.183909102261326396e+00
1.236158274922711131e+00 1.236362170393781490e+00 3.443689425196381659e+00
1.276875507171636448e+00 1.310737854238523958e+00 4.214198490511675388e+00
1.157751461091443890e+00 1.000520083454462306e+00 5.103022961472873931e+00
1.154062247980110145e+00 8.820054843030629144e-01 1.527592249332225816e+00
1.085294693527159460e+00 1.312774920338438678e+00 2.067226527139520265e+00
1.171695932094228398e+00 1.280104738066499381e+00 3.957502782456458590e+00
1.307253989865599708e+00 9.868549357094880126e-01 2.751353209735378336e+00
1.096761526840146939e+00 1.276892604650917473e+00 1.339269633457569997e+00
1.378266815492440900e+00 1.260463263376710330e+00 5.971373185047474941e+00
1.369425178567176937e+00 9.464021483716752448e-01 2.765436003757649530e+00
1.125157082548267962e+00 9.854393341664507977e-01 1.541542499748552952e+00
1.305220625341643625e+00 1.060333877601899344e+00 1.294065745081340868e-01
1.055032662952900102e+00 1.311333870060161999e+00 3.233110069310790369e+00
1.182025516483112382e+00 8.517517203257749525e-01 4.776850067611706052e+00
1.347232065564857528e+00 9.563384212405287021e-01 1.109815082484516546e+00
1.261972675548181044e+00 1.306719618472673261e+00 2.692881292329124543e-01
1.184071139594813804e+00 1.058262158750256088e+00 4.593150295028917363e+00
1.101107232932712288e+00 1.007902507289280436e+00 3.247219700609955129e-01
1.080710712845956323e+00 1.169262730565127750e+00 2.411219268416949113e+00
1.455864247570397563e+00 1.126976807729561214e+00 3.789410389631081344e+00
1.323791834688396785e+00 1.342084392725908737e+00 1.812866979722683514e+00
1.122560106532106250e+00 7.891560738720003743e-01 7.265226234073373091e-01
1.222025653745867801e+00 1.111261545197121059e+00 3.649268053043688731e+00
1.462133159948026284e+00 1.352362735565840968e+00 3.496438370230224191e+00
1.196398613138679234e+00 9.606606784638225260e-01 3.093188965026361092e+00
1.401252544471978778e+00 1.110800273917050829e+00 6.064334272586887620e-01
1.247963118788285142e+00 1.305624749825143871e+00 5.746628212970456673e+00
1.325504042198033527e+00 1.284038796602314569e+00 3.369576677417657429e+00
1.143125193340080115e+00 1.015618279786823175e+00 5.947626193498338765e-01
1.129033077027269627e+00 8.466605870813831425e-01 5.996707919305087342e-02
1.245976517237226133e+00 1.049390698871863314e+00 2.602233931251109578e+00
1.164264208272955514e+00 1.340451597036837139e+00 4.441888949755132820e+00
1.066933312887331065e+00 9.217565769558868638e-01 2.054813526602325968e+00
1.214541678053036478e+00 1.138489925947293369e+00 2.194692735048040966e+00
1.114056764526943466e+00 1.054245149361331624e+00 3.265438535251055541e+00
1.182179855211862085e+00 9.551058494909343555e-01 4.149669213451311123e+00
1.407165403481744237e+00 1.356359958319473424e+00 2.522770805397949179e+00
1.302474821443917685e+00 1.013462131744322869e+00 5.932657001797846164e+00
1.415214326567590941e+00 1.335627674647715590e+00 4.287479796341530758e+00
1.295729359401388114e+00 1.137881473238458119e+00 1.655056332027394494e-01
1.217995288957389066e+00 1.025405071569824189e+00 5.731668584332300753e+00
1.187698608108159970e+00 8.092128448471035407e-01 2.558886228382971861e+00
1.336371978877324729e+00 1.332064195837685538e+00 7.138486647702411148e-01
1.522516811443918483e+00 1.002941934727116902e+00 5.660279578354487029e+00
1.372861369601288573e+00 1.053587499286432028e+00 2.364503124523847227e-02
1.320258508743391568e+00 1.323097910376447306e+00 1.492583804473371911e+00
1.412478408976632016e+00 9.658613291260624845e-01 1.886141454692074948e+00
1.186366254335751158e+00 1.260533136594967019e+00 4.715697585283498583e+00
1.202467437222555002e+00 1.095410029269792140e+00 1.302855504088193728e+00
1.441205898078096403e+00 1.300912508064563156e+00 4.981614654249906238e+00
1.266409200114490208e+00 9.667208907088721270e-01 2.735867168295368357e-01
1.338862010763813171e+00 9.180002402849549714e-01 4.227804514937440139e+00
1.531475423071539943e+00 1.199078100157016991e+00 2.797161198189391573e+00
1.157765932957158350e+00 9.880582229009358119e-01 8.170823150752557495e-01
1.106070425893881826e+00 1.133703071361873649e+00 5.669427238663554469e+00
1.362407502344787247e+00 1.075377010329752192e+00 6.005920097611577191e+00
1.189481915367156306e+00 1.073472653858263737e+00 1.490817250790113846e+00
1.343207798536950603e+00 1.225519343695661512e+00 4.328693588808190995e+00
1.466323701794697953e+00 1.284465321728971432e+00 2.812745771546214080e+00
1.505899539807138421e+00 1.194070503401322592e+00 4.935006218426776670e+00
1.225439029768598198e+00 1.164673373013535684e+00 2.226606260560215933e+00
1.402590897432508310e+00 1.221240121775485354e+00 5.586984684952175151e+00
1.266759304438133116e+00 9.753525646172711561e-01 8.586558688178840271e-01
1.057665302684633435e+00 8.393610023445101653e-01 2.144517200479888253e+00
1.329227276241426337e+00 1.211058902319922748e+00 1.626109662182951165e+00
1.342066659396000894e+00 1.317297371984256671e+00 2.824862498923516263e+00
1.174325610637646289e+00 1.125592147988281777e+00 1.831489890077112159e+00
1.469703460086230207e+00 1.049236445789757388e+00 3.421612955966401692e+00
1.517294594986789757e+00 1.261653544402961513e+00 4.963177389521785443e+00
1.339383835341631634e+00 1.177680214220594657e+00 5.684976204540221900e+00
1.159039402567409560e+00 1.186477688585592327e+00 2.062801286065650608e+00
1.275124967896101413e+00 1.051399997670523945e+00 2.000113556676126780e+00
1.152142130969048051e+00 8.701657876023602967e-01 2.424894229964649206e+00
1.423559840987475233e+00 1.190512992204488363e+00 4.728001800326160908e-01
1.071586451078011981e+00 1.360116595313654031e+00 5.148326365795162118e+00
1.197106817168399839e+00 1.270972614046758986e+00 5.494700824641911119e+00
1.301346779135319487e+00 7.865704569424647463e-01 9.894144471966151988e-01
